1,1,251.5333,104.2667,35.0167,53.8667,1,1,1,0
1,2,122.6500,52.0000,13.7500,26.4000,1,1,1,0
1,3,129.2500,67.4667,15.0333,28.8000,1,1,1,0
1,4,153.0833,73.6000,8.9833,12.2667,1,1,1,0
1,5,191.4000,46.1333,7.1500,9.8667,1,1,1,0
1,6,180.2167,46.9333,7.1500,10.1333,1,1,1,0
1,7,164.6333,25.0667,3.4833,3.2000,1,1,1,1
1,8,166.1000,21.6000,2.9333,3.4667,1,1,1,1
1,10,171.2333,18.9333,2.2000,2.9333,1,1,1,1
1,9,163.3500,17.8667,2.7500,4.8000,1,1,1,1
2,1,250.6167,103.2000,34.6500,52.8000,1,1,1,0
2,2,122.2833,52.2667,13.7500,26.6667,1,1,1,0
2,3,129.0667,68.0000,14.8500,29.3333,1,1,1,0
2,4,152.9000,74.9333,8.9833,12.2667,1,1,1,0
2,5,191.4000,46.1333,6.9667,9.6000,1,1,1,0
2,6,180.2167,46.9333,7.1500,10.1333,1,1,1,0
2,7,164.6333,25.0667,3.3000,3.2000,1,1,1,1
2,8,166.1000,21.6000,2.9333,3.4667,1,1,1,1
2,10,171.0500,18.9333,2.2000,2.9333,1,1,1,1
2,9,163.3500,18.1333,2.7500,4.8000,1,1,1,1
3,1,249.8833,102.4000,33.7333,52.0000,1,1,1,0
3,2,121.9167,52.8000,13.9333,26.6667,1,1,1,0
3,3,128.5167,67.2000,15.0333,30.6667,1,1,1,0
3,4,152.7167,75.2000,9.1667,12.2667,1,1,1,0
3,5,191.4000,46.1333,6.9667,9.3333,1,1,1,0
3,6,180.4000,46.4000,6.9667,10.1333,1,1,1,0
3,7,164.6333,25.3333,3.3000,3.2000,1,1,1,1
3,8,166.1000,21.8667,2.9333,3.4667,1,1,1,1
3,10,171.0500,19.2000,2.2000,3.2000,1,1,1,1
3,9,163.3500,18.1333,2.7500,4.8000,1,1,1,1
4,1,248.6000,100.8000,33.7333,51.2000,1,1,1,0
4,2,121.5500,53.0667,14.1167,26.9333,1,1,1,0
4,3,128.1500,67.7333,15.0333,30.9333,1,1,1,0
4,4,152.5333,76.0000,9.3500,12.2667,1,1,1,0
4,5,191.4000,45.8667,6.9667,9.0667,1,1,1,0
4,6,180.4000,46.1333,6.9667,9.8667,1,1,1,0
4,7,164.6333,25.3333,3.3000,3.2000,1,1,1,1
4,8,166.1000,21.8667,2.9333,3.4667,1,1,1,1
4,10,171.0500,19.2000,2.2000,3.2000,1,1,1,1
4,9,163.3500,18.1333,2.7500,4.8000,1,1,1,1
5,1,247.5000,100.0000,33.0000,51.2000,1,1,1,0
5,2,121.0000,53.3333,14.1167,27.4667,1,1,1,0
5,3,127.9667,69.0667,14.8500,30.6667,1,1,1,0
5,4,152.5333,76.5333,8.9833,12.5333,1,1,1,0
5,5,191.0333,45.8667,6.9667,9.0667,1,1,1,0
5,6,180.0333,45.8667,7.1500,10.1333,1,1,1,0
5,7,164.6333,25.3333,3.1167,3.2000,1,1,1,1
5,8,166.1000,21.8667,2.9333,3.4667,1,1,1,1
5,10,171.0500,19.2000,2.2000,3.2000,1,1,1,1
5,9,163.3500,18.1333,2.7500,4.8000,1,1,1,1
6,1,246.5833,98.6667,32.6333,49.6000,1,1,1,0
6,2,120.4500,54.1333,14.4833,27.2000,1,1,1,0
6,3,127.6000,70.6667,15.0333,29.8667,1,1,1,0
6,4,152.3500,77.0667,9.3500,12.5333,1,1,1,0
6,5,191.0333,45.0667,6.9667,9.8667,1,1,1,0
6,6,180.0333,46.1333,6.9667,9.6000,1,1,1,0
6,7,164.4500,25.6000,3.1167,3.2000,1,1,1,1
6,8,165.9167,21.8667,2.9333,3.4667,1,1,1,1
6,10,170.8667,19.4667,2.3833,3.2000,1,1,1,1
6,9,163.3500,18.1333,2.7500,4.8000,1,1,1,1
7,1,245.4833,97.8667,32.2667,49.3333,1,1,1,0
7,2,120.0833,54.4000,14.8500,27.4667,1,1,1,0
7,3,126.6833,70.6667,15.7667,30.6667,1,1,1,0
7,4,152.1667,77.6000,9.3500,12.8000,1,1,1,0
7,5,191.2167,45.0667,6.6000,9.0667,1,1,1,0
7,6,180.0333,45.3333,6.9667,9.6000,1,1,1,0
7,7,164.4500,25.6000,3.1167,2.9333,1,1,1,1
7,8,165.9167,21.8667,2.9333,3.4667,1,1,1,1
7,10,170.8667,19.4667,2.3833,3.2000,1,1,1,1
7,9,163.3500,18.1333,2.7500,5.0667,1,1,1,1
8,1,244.7500,96.0000,31.5333,49.0667,1,1,1,0
8,2,119.5333,54.6667,14.8500,28.0000,1,1,1,0
8,3,126.3167,70.4000,16.1333,31.7333,1,1,1,0
8,4,152.1667,78.1333,9.3500,13.3333,1,1,1,0
8,5,191.2167,44.8000,6.6000,9.0667,1,1,1,0
8,6,180.0333,45.3333,6.9667,9.6000,1,1,1,0
8,7,164.4500,25.6000,2.9333,2.9333,1,1,1,1
8,8,165.9167,22.1333,2.9333,3.7333,1,1,1,1
8,10,170.8667,19.4667,2.3833,3.2000,1,1,1,1
8,9,163.3500,18.1333,2.7500,5.0667,1,1,1,1
9,1,243.8333,95.4667,31.3500,48.2667,1,1,1,0
9,2,119.3500,54.6667,14.8500,28.5333,1,1,1,0
9,3,125.7667,71.4667,16.5000,31.4667,1,1,1,0
9,4,151.8000,78.9333,9.5333,13.3333,1,1,1,0
9,5,191.0333,44.8000,6.9667,8.8000,1,1,1,0
9,6,180.0333,45.0667,6.9667,9.6000,1,1,1,0
9,7,164.4500,25.8667,2.9333,2.9333,1,1,1,1
9,8,165.9167,22.1333,2.9333,3.7333,1,1,1,1
9,10,170.8667,19.4667,2.3833,3.2000,1,1,1,1
9,9,163.3500,18.1333,2.9333,5.0667,1,1,1,1
10,1,243.2833,93.8667,30.9833,48.0000,1,1,1,0
10,2,118.9833,54.9333,15.0333,28.2667,1,1,1,0
10,3,125.5833,70.1333,16.5000,33.6000,1,1,1,0
10,4,151.8000,79.7333,9.3500,13.0667,1,1,1,0
10,5,191.0333,44.0000,6.2333,9.0667,1,1,1,0
10,6,179.8500,45.0667,6.9667,9.3333,1,1,1,0
10,7,164.4500,25.8667,2.9333,2.9333,1,1,1,1
10,8,165.9167,22.1333,2.9333,3.7333,1,1,1,1
10,10,170.8667,19.7333,2.3833,3.2000,1,1,1,1
10,9,163.1667,18.1333,2.9333,5.0667,1,1,1,1
11,1,242.1833,92.8000,31.3500,47.4667,1,1,1,0
